route_long_name,latitude,longitude
Kempegowda Bus Station - Chimani Hills,,
Kempegowda Bus Station - Gollahalli,,
Krishnarajendra Market - Thammenahalli,,
Krishnarajendra Market - Somashettihalli,,
RR Kalyanamantapa Okalipuram - Vidyaniketan School,,
Kempegowda Bus Station - Cauvery Nagar,,
Kempegowda Bus Station - Ravindra Nagara,,
Kempegowda Bus Station - Acharya College Chikkabanavara,,
Kempegowda Bus Station - Thotada Guddadahalli,,
Banashankari Bus Station - Parappana Agrahara,,
Madiwala MARKET - Manyatha Embasy Business Park,,
Kempegowda Bus Station - Bagalagunte Village,,
Ghanigara Halli - Kempegowda Bus Station,,
Krishnarajendra Market - Bagalagunte Village,,
Kempegowda Bus Station - Thammenahalli,,
Depot-25 - Gottigere,,
Vijayanagara TTMC - Shivajinagar Bus Station,,
Jayanagara 9th Block - T John College Campus,,
Bidadi - Bidadi,12.7997785,77.3907557
Shivajinagar Bus Station - Anekal,,
BANASHANKARI TTMC - Banashankari Bus Station,12.9177314,77.57299201
Kempegowda Bus Station - DUO Hight Layout,,
Krishnarajendra Market - Muthkur Hesaraghatta,,
Kempegowda Bus Station - Papareddy Palya Bus Stand,,
Krishnarajendra Market - Karlapura Palya,,
Kempegowda Bus Station - Devarachikkanahalli,,
Kempegowda Bus Station - Arekere MICO Layout,,
Vijayanagara - Devarachikkanahalli,,
Krishnarajendra Market - Kakolu,,
Kempegowda Bus Station - Vijaya Bank Layout,,
Rajanukunte - Kempegowda Bus Station,,
Kempegowda Bus Station - Nayanappanahalli,,
Laggere - Shivajinagar Bus Station,,
Boopa Sandra - Devarachikkanahalli,,
Krishnarajendra Market - Rajeev Gandhi Nagara,,
Krishnarajendra Market - Laggere,,
Kempegowda Bus Station - Kodi Chikkanahalli,,
Thammenahalli - Shivajinagar Bus Station,,
Thammenahalli - Shivajinagar Bus Station,,
Chikkabanavara - Shivajinagar Bus Station,,
Kempegowda Bus Station - Achyutha Nagara,,
Kudhurgere Madhanayakanahalli - Kempegowda Bus Station,,
Shivajinagar Bus Station - MEI Layout,,
Kempegowda Bus Station - MEI Layout,,
Kempegowda Bus Station - Chikkabanavara,,
Krishnarajendra Market - Chimani Hills,,
Kempegowda Bus Station - Ambedkar College Circle,,
BANASHANKARI TTMC - BANASHANKARI TTMC,12.9175634,77.5732782
Krishnarajendra Market - Kudhurgere Madhanayakanahalli,,
Kempegowda Bus Station - Geleyara Balaga,,
Kempegowda Bus Station - Kadugodi,,
Kempegowda Bus Station - Dyavasandra,,
Jeevanahalli - Peenya 2nd stage,,
Kempegowda Bus Station - Anekal,,
Kempegowda Bus Station - Kadugodi,,
Depot 14 - K NarayanaPura Cross,,
Shivajinagar Bus Station - Karim Sab Layout,,
Bandi Reddy Circle - Peenya 2nd stage,,
Kempegowda Bus Station - Giddenahalli,,
Bannerghatta National Park - Yelahanka Satelite Town 4th Phase,,
BEML - Sarjapura Signal,,
Boopa Sandra - Peenya 2nd stage,,
Kempegowda Bus Station - Byadarahalli,,
Kempegowda Bus Station - CK Palya,,
Kempegowda Bus Station - Laggere,,
Kempegowda Bus Station - Jigani APC Cricle,,
Kempegowda Bus Station - Laggere,,
Kempegowda Bus Station - Peenya 2nd stage,,
Kempegowda Bus Station - Jigani Bus Stand,,
Kempegowda Bus Station - Machohalli,,
Kempegowda Bus Station - Rajani Farm,,
Kempegowda Bus Station - Nosenoor,,
Peenya 2nd stage - Shivajinagar Bus Station,,
Kempegowda Bus Station - Shanubhogana Halli,,
Kempegowda Bus Station - Bilwarada Halli,,
Kempegowda Bus Station - Koppa,,
Kempegowda Bus Station - Malenallasandra,,
Depot 10 - HBR Layout Ist Stage,,
GPO - BTM Layout Bus Stop,,
Chikkabanawara - ITPL,,
Sophiya High School - Kempegowda Bus Station,,
Peenya 2nd stage - Doddaballapura,,
Meenakshi Layout - Bannerghatta National Park,,
Kempegowda Bus Station - Totagere,,
Krishnarajendra Market - Kodihalli Hesarugatta,,
Krishnarajendra Market - Vaddarapalya,,
Krishnarajendra Market - Dyavasandra,,
KR Market - Shanthipura,,
Krishnarajendra Market - Muppadighatta,,
Krishnarajendra Market - Bukkasagara,,
Krishnarajendra Market - Uraganadoddi Bannerughatta Area,,
Depot 11 - Jakkur Layout,,
Kempegowda Bus Station - Hesaraghatta Village,,
Krishnarajendra Market - Giddenahalli,,
Krishnarajendra Market - Kanasawadi Madhure Temple,,
Krishnarajendra Market - Byatarayana Doddi,,
Yelahanka Police Station - Vijayanagara TTMC,,
Krishnarajendra Market - Thore Nagasandra,,
Krishnarajendra Market - Jigani,,
Krishnarajendra Market - Railway Gollahalli,,
Krishnarajendra Market - Bilwarada Halli,,
Krishnarajendra Market - Kallodu,,
Krishnarajendra Market - Kanasawadi Madhure Temple,,
Hebbala - Sapthagiri College Chikka Banawara,,
Krishnarajendra Market - Krishnadoddi Bannerghatta Road,,
Krishnarajendra Market - Byatha,,
Krishnarajendra Market - Shanubhoganahalli,,
Krishnarajendra Market - Nosenoor,,
Shivajinagar Bus Station - Hesaraghatta Indo Danish Farm,,
Krishnarajendra Market - Devarachikkanahalli,,
Krishnarajendra Market - Haragadde,,
Kempegowda Bus Station - Attibele,,
Kempegowda Bus Station - Vaderamanchanahalli,,
Kempegowda Bus Station - Peenya 2nd stage,,
Neelasandra Rose Garden - Nandhini Layout Bus Station,,
Kempegowda Bus Station - Thigalara Palya,,
Kempegowda Bus Station - Basavanapura Gate Bannerghatta Road,,
Vivekanagara - Shanthinagar TTMC,,
Kempegowda Bus Station - Mutturayanaswamy Doddi,,
Kempegowda Bus Station - Indira Priyadarshini Nagara,,
Chikkanahalli - Krishnarajendra Market,,
Annekarana Halli - Krishnarajendra Market,,
Hunnigere - Kempegowda Bus Station,,
Jayanagara Bus Stand - Electronic City Wipro Gate,,
Lakshmipura - Krishnarajendra Market,,
Chandapura - Thalaghattapura Bus Stop,,
Jogerahalli - Krishnarajendra Market,,
Huluvenahalli - Krishnarajendra Market,,
Gangena Halli - Krishnarajendra Market,,
Kammasandra - Vinayakanagara Cross D-43,,
Thippagondanahalli Quarters - Kempegowda Bus Station,,
Dodderi Grama - Kempegowda Bus Station,,
Aralimarada Palya - Krishnarajendra Market,,
Thigalara Palya - Shivajinagar Bus Station,,
Thigalara Palya - Krishnarajendra Market,,
Krishnarajendra Market - Chinnaiahna Palya,,
Gidadakonenahalli - Kempegowda Bus Station,,
Krishnarajendra Market - Konasandra Bannerghatta Road,,
Krishnarajendra Market - Nisarga Badavane,,
Vidyapeeta Circle - BMTC Depot-17,,
Thigalara Palya - Kempegowda Bus Station,,
Thigalara Palya - Krishnarajendra Market,,
Krishnarajendra Market - Chikkanahalli,,
Thigalara Palya - Krishnarajendra Market,,
Upkar Residency Layout - Krishnarajendra Market,,
Krishnarajendra Market - Thammanayakanahalli,,
Krishnarajendra Market - Bommandanahalli,,
Sripathi Halli - Krishnarajendra Market,,
Lingadeeranahalli - Kempegowda Bus Station,,
Byrasandra - Nisarga Badavane,,
Herohalli - Shivajinagar Bus Station,,
Bhavani Nagara 2nd Stage - Kempegowda Bus Station,,
Kempegowda Bus Station - Nisarga Badavane,,
Krishnarajendra Market - Kadajakkanahalli,,
Banashankari Bus Station - Electronic City,,
Hullala Upanagara - Shivajinagar Bus Station,,
Kottige Palya Magadi Road - Kaval Byrasandra,,
Krishnarajendra Market - Mutturayanaswamy Doddi,,
Kempegowda Bus Station - Depot-22-BS,,
Kannalli - Shivajinagar Bus Station,,
Bagaluru Cross - Mind Tree,,
Madeshwara Nagara - Shivajinagar Bus Station,,
Saraswathi Nagara Vijayanagara - ORRCA-ECOSPICE,,
Tore Hosahalli - Vinayakanagara Cross D-43,,
Kempegowda Bus Station - HAL/LCA,,
Cholanayakanahalli - Krishnarajendra Market,,
Krishnarajendra Market - Kaggalipura,,
Annapoorneshwari Nagara - Krishnarajendra Market,,
Byadarahalli - Krishnarajendra Market,,
Yelahanka - Yeshwanthpur TTMC,,
Yelachaguppe - Krishnarajendra Market,,
Kempegowda Bus Station - Kaggalipura,,
Byrasandra - Vidhana Soudha,,
Thunga Nagara - Krishnarajendra Market,,
Tavare Kere Magadi Road - Kempegowda Bus Station,,
Dodderi Grama - Krishnarajendra Market,,
Manchenahalli - Krishnarajendra Market,,
Giddenahalli - Krishnarajendra Market,,
Madapatna - Krishnarajendra Market,,
Ramohalli - Krishnarajendra Market,,
Thindlu - Hebbala,,
Doddamarana Halli - Krishnarajendra Market,,
Kempegowda Bus Station - Nandhini Layout Bus Station,,
Depot 12 - Basavanagara,,
Basavanagara - Gulaganjanahalli,,
Manyatha Embasy Business Park - JPNagara 6th Phase,,
Nelamangala - Krishnarajendra Market,,
KSIT COLLEGE - Kempegowda Bus Station,,
Sondekoppa - Krishnarajendra Market,,
Puttenahalli Yelhanka - Atturu Layout Yelahanka Road,,
Avarehalli - Krishnarajendra Market,,
Banashankari Bus Station - Bannerghatta National Park,,
Central Silk Board - Tippasandra,,
Kittanahalli - Krishnarajendra Market,,
Jigani APC Circle - Banashankari Bus Station,,
Bettahalli - Krishnarajendra Market,,
Kadabagere - Krishnarajendra Market,,
Kittanahalli - Kempegowda Bus Station,,
Chikkallasandra Bus Stand - Chikkallasandra Bus Stand,,
Vasanthapura - Vijayanagara,,
Nelamangala - Krishnarajendra Market,,
Janapriya Town Ship - Kempegowda Bus Station,,
Chikkallasandra Bus Stand - Chikkallasandra Bus Stand,,
Janapriya Town Ship - Shivajinagar Bus Station,,
Vaddarahalli BMTC Training Centre - Kempegowda Bus Station,,
Vasanthapura - Madiwala Market,,
Avarehalli - Kempegowda Bus Station,,
Kittanahalli - Shivajinagar Bus Station,,
Tavarekere - Nelamangala,13.23142865,77.29732745
Bettenahalli - Kempegowda Bus Station,,
Vaddarahalli BMTC Training Centre - Shivajinagar Bus Station,,
Kengeri TTMC - Nelamangala,,
Chandapura - ITPL,,
Kengeri TTMC - Electronic City,,
Whitefield TTMC - Wonderla Amusement Park,,
Vidhana Soudha - Thindlu,,
Uttarahalli - Kamalanagar BEML layout,,
Bande Maramma Bus Station - Krishnarajendra Market,,
Nagarabhavi 9th Block - Kempegowda Bus Station,,
Nagarabhavi 2nd Phase 11th Block - Malleshwaram Bus Station,,
Papareddy Palya - Shivajinagar Bus Station,,
Srinagara - YPR RMC,,
D Group Employees Layout - Kempegowda Bus Station,,
Koramangala - Chikkallasandra Bus Stand,,
Nagarabhavi 2nd Phase 11th Block - Kempegowda Bus Station,,
Srinagara - Electronic City,,
Bande Maramma Bus Station - Kempegowda Bus Station,,
Gonipura - Shanthi Nagara Bus Station,,
Rajarajeshwarinagara Gate - Attibele,,
Vigneshwara Nagara - Krishnarajendra Market,,
Srinagara - Koramangala TTMC,,
Nandini Layout - Chamundinagara Sulthanpalya,,
Vinayakanagara Cross D-43 - Krishnarajendra Market,,
Annapoorneshwari Nagara - Shivajinagar Bus Station,,
D Group Employees Layout - Kempegowda Bus Station,,
Banashankari 3rd Stage 2nd Phase - Jeevanahalli,,
Srinagara - Kurubarahalli,,
Shivajinagar Bus Station - Boopa Sandra,,
Kaval Byrasandra - Ejipura,,
Jagajeevanram Nagara - Nagavara,,
JP Nagara 3rd Phase - Nandhini Layout Bus Station,,
Rajarajeshwarinagara Gate - MIND TREE,,
Girinagara Extention - Sadhashivanagar,,
Banashankari Bus Station - MIND TREE,,
Krishnarajendra Market - Muninagara,,
Koramangala - Basaveshwara Nagara,,
Kempegowda Bus Station - Ravogodlu,,
CV Raman Nagara - Vidyaranyapura,,
Katriguppe - Jalahalli Cross,,
Maratahalli Bridge - Yelahanka Satelite Town,,
Srinagara - Kempegowda Bus Station,,
Kalyananagara Bus Stand - Banashankari Bus Station,,
ISRO Layout - Vidyaranyapura,,
Hennur Cross - BEL Circle,,
Krishnarajendra Market - Pillahalli,,
Thunga Nagara - Krishnarajendra Market,,
Krishnarajendra Market - Shettty Halli,,
MCTC Bus Stand - Kanasawadi Mudhure Temple,,
Tavare Kere Magadi Road - Vidhana Soudha,,
Kempegowda Bus Station - Ramanayakana Doddi,,
Krishnarajendra Market - Ujappana Doddi,,
Adithi School - Golden star Hotel,,
Mattahalli Cross - Kengeri TTMC,,
Uttarahalli - Chikkabanavara,,
Krishnarajendra Market - Koratageredoddi Bannerghatta,,
Mysore Bank - Mysore Bank,12.97300875,77.58047111
Krishnarajendra Market - Ujappana Doddi,,
Kengeri TTMC - Ghanigara Halli,,
Kengeri TTMC - Chikkabanawara,,
Bhuvaneshwari Nagara Mahalakshmi Temple - BANASHANKARI TTMC,,
Laggere - Jalahalli Cross,,
Krishnarajendra Market - Rajagopalanagar Rajni Farms,,
Hampinagara RPC Layout - Chikkabanawara,,
Uttarahalli - Jalahalli Cross,,
Bharathnagar 2nd Stage - Vidyaranyapura,,
ITPL - TATA ELEXI LIMITED,,
Bharathnagar 2nd Stage - Vidhana Soudha,,
Krishnarajendra Market - Kasuvinakunte,,
MCTC Bus Stand - Chikkabanavara,,
Yeshwanthpur TTMC - Malleshwaram 8th Cross,,
Rajaji Nagara Entrance - Shivajinagar Bus Station,,
MCTC Bus Stand - Thammenahalli,,
MCTC Bus Stand - Kakolu,,
Krishnarajendra Market - Jalahalli Cross,,
Hebbala - Hosakote Bus Stand,,
Krishnarajendra Market - Kirloskar Badavane,,
Krishnarajendra Market - KRS Gowda Layout,,
Krishnarajendra Market - Karim Sab Layout,,
Magadi Road TollGate - Jalahalli Cross,,
Sunkadakatte - Sunkadakatte,12.75909585,77.51520352
Kempegowda Bus Station - Vinayaka Nagara,,
BEML Layout 5th Stage - MEI Layout,,
KAVERI NAGARA - Yeshwanthpur TTMC,,
Krishnarajendra Market - Sheshadri Nagara,,
BEML Layout 5th Stage - Thammenahalli Palya,,
Ramakrishna Hegde Nagara - Christel House Learning School,,
BANASHANKARI TTMC - Guttepalya,,
Tavare Kere Magadi Road - Krishnarajendra Market,,
Kadirenahalli Village - Peenya 2nd stage,,
Gun Troops Officer Colony - Oasis School,,
Jeevan Bhimanagara Bus stand - Kempegowda Bus Station,,
Jeevan Bhimanagara Bus stand - City Railway Station,,
Kempegowda Bus Station - Kadugodi,,
Cauvery Bhavana - Yelahanka Old Town,,
Kempegowda Bus Station - Electronic City Wipro Gate,,
Basaveshwara Nagara - Electronic City,,
Kempegowda Bus Station - Anekal,,
Kempegowda Bus Station - Electronic City Wipro Gate,,
Jeevan Bhimanagara Bus stand - Chowdeshwari Bus Stand JP Park,,
Kempegowda Bus Station - Gonighattapura,,
HAL Main Gate - Devasandra Chikkamaranahalli,,
Krishnarajendra Market - Nosenoor,,
8th Mile - MS Palya,,
BMT14 - Marappa Garden,,
Dinnura - HSR BDA COMPLEX,,
Chandra Layout - Saraswathi Nagara Vijayanagara,12.9736313,77.5302829
Brigade Millanium - ITPL,,
Vinayakanagara Cross D-43 - Purushanahalli,,
BANASHANKARI TTMC - ITPL,,
Dinnura - Arekere MICO Layout,,
BANASHANKARI TTMC - Kadugodi,,
Sarjapura Bus Stand - Banashankari Bus Station,,
Sri Vidyanagara Bus Station - ITPL,,
Domlur TTMC Bus Stand - MCTC Bus Stand,,
Bannerghatta National Park - Kadugodi,,
Kamalanagar BEML layout - Yeshwanthpur TTMC,,
Central Silk Board - Kadugodi,,
Shivajinagar Bus Station - Ganjoor,,
Rajagopalanagara Police Station - Vidyaranyapura,,
Kambipura - St. Clare School,,
Nagarabhavi Circle - Manyatha Tech Park,,
Indian Design Pvt Ltd - Kempegowda Bus Station,,
Kadugodi - Hebbala,,
Hebbala Bridge - Attibele,,
Vidyaranyapura - Hope Farm,,
Basaveshwara Nagara - Shivajinagar Bus Station,,
Yelahanka - Electronic City,,
Tippasandra - JFWTC,,
Manyatha Embasy Business Park - BTMAXA Software Company,,
Hebbal - Kengeri TTMC,,
Boopa Sandra - Ganganagara,,
Kottige Palya Magadi Road - KR Puram Railway Station,,
Kempegowda Bus Station - Satya Sai Hospital,,
BANASHANKARI TTMC - Hebbala,,
BEL Circle - Banashankari Bus Station,,
Banasawadi Fire Statiion - Kala Mandir Marathalli,,
Krishnarajendra Market - Kaggalipura,,
Summanahalli - Electronic City Wipro Gate,,
Banashankari Bus Station - Yelahanka Satelite Town 5th Phase,,
Kumaraswamy Layout - Kempegowda Bus Station,,
BOSCH - Kempegowda Bus Station,,
Kempegowda Bus Station - Amba Bhavani Nagara,,
Padmanabha Nagara Rock - Krishnarajendra Market,,
Madapatna - Krishnarajendra Market,,
Shanthinagar TTMC - Puttenahalli Yelhanka,,
Nelamangala - Deepanjalinagara Depot-16,,
Shivajinagar Bus Station - Jagajeevanram Nagara,,
Shivajinagar Bus Station - Vinayaka Nagara,,
Neelasandra Rose Garden - Pillanna Garden,,
Ramakrishna Hegde Nagara - Neelasandra Rose Garden,,
Shivajinagar Bus Station - Krishnarajendra Market,,
Vidyaranyapura - Shanthinagar TTMC,,
Electronic City 2nd Phase - Silk Board Attibele Road,,
Kempegowda Bus Station - Chandapura,,
ITI Layout - Kempegowda Bus Station,,
Krishnarajendra Market - Nayanappa Shettipalya,,
Kurubarahalli - Jeevanahalli,,
Arekere Gate - JP Nagar 6th Phase,,
Koramangala - Shivajinagar Bus Station,,
Jaibheemanagara - Krishnarajendra Market,,
Kempegowda Bus Station - Ejipura,,
Krishnarajendra Market - Vidya Nagara Cross,,
Koramangala - MCTC Bus Stand,,
BTM Layout - Shivajinagar Bus Station,,
Minaz Nagara - Kempegowda Bus Station,,
BK Circle - Begur,,
Jaraganahalli House Building Co-Op-Society Layout - Kempegowda Bus Station,,
Attibele - Koramangla National Games Village,,
Fayazabad - Shivajinagar Bus Station,,
Ayyappa Temple - Kadugodi,,
Kumaraswamy Layout - Kempegowda Bus Station,,
BANASHANKARI TTMC - Gottigere,,
Chikkabanavara - Sidedahalli,,
Kumaraswamy Layout 2nd Stage - Krishnarajendra Market,,
Shivajinagar Bus Station - Attibele,,
Kempegowda Bus Station - Sarjapura Bus Stand,,
Kumaraswamy Layout 2nd Stage - Kempegowda Bus Station,,
Jaggath Pharma - Yeshwanthpura TTMC,,
Girinagara Extention - Kempegowda Bus Station,,
NRColony - Chowdeshwari Bus Stand JP Park,,
Hampinagara RPC Layout - Kaval Byrasandra,,
Isro Layout - Bagmane Teck Park,,
Koramangala - Vijayanagara TTMC,,
Koramangala - Wonderla Amusement Park,,
Koramangala - Kempegowda Bus Station,,
Mahalakshmi Layout - Koramangala,,
Kempegowda Bus Station - Bapuji Layout,,
BTM Layout Bus Stop - Chowdeshwari Bus Stand JP Park,,
Adithi School - Malleshwaram 8th Main,,
Rajkumar Samadhi - Kempegowda Bus Station,,
Saraswathi Nagara Vijayanagara - ITPL,,
Nandhini Layout Bus Station - City Railway Station,,
Mahalakshmi Layout - JP Nagara 3rd Phase,,
Sakammana Badavane - Kempegowda Bus Station,,
Ashraya Nagara - Kempegowda Bus Station,,
Kempegowda Bus Station - Amruth Nagara,,
Kempegowda Bus Station - Nandhi Garden,,
Kempegowda Bus Station - Kembhathahalli,,
Nandhini Layout Bus Station - Kempegowda Bus Station,,
KHB Colony - Kaval Byrasandra,,
Hebbala - Bagaluru Cross,,
KAVERI NAGARA - Jayanagara 9th Block,12.9171405,77.595779
Goragunte Palya - Kempegowda Bus Station,,
Padmanabha Nagara - Shivajinagar Bus Station,,
Jai Maruthi Nagara - Kempegowda Bus Station,,
Krishnananda Nagara - Kempegowda Bus Station,,
Shankar Mutt - BTM Layout South,,
Ravi Badavane - Kempegowda Bus Station,,
Dayananda Sagar College - DAYANANDA SAGAR COLLEGE,12.909495,77.565948
Laggere Arch - Kempegowda Bus Station,,
Jai Bhuvaneshwari Nagara - Kempegowda Bus Station,,
Kempegowda Bus Station - H Tippunagar,,
Kempegowda Bus Station - Bannerghatta National Park,,
Nelamangala - Madanayakanahalli,13.064395,77.4555328
Kempegowda Bus Station - HBR Layout 5th Block,,
Sulthan Palya - Krishnarajendra Market,,
Atturu Layout Yelahanka Road - LCA,,
Kaval Byrasandra - Shivajinagar Bus Station,,
Pillanna Garden - Shivajinagar Bus Station,,
Jagajeevanram Nagara - JC Nagara,,
KR Puram - Chowdeshwari Bus Stand JP Park,,
Kaval Byrasandra - Krishnarajendra Market,,
Marappa Garden - Shivajinagar Bus Station,,
Nagarabhavi Maruthinagara - Depot-13-BS,,
JP Nagara 3rd Phase - Krishnarajendra Market,,
Avalahalli BDA Park - Kempegowda Bus Station,,
Depot 34 - HDFC BANK,,
Kempegowda Bus Station - Yeshwanthpura Railway Station,,
Bandi Reddy Circle - Krishnarajendra Market,,
Krishnarajendra Market - Pottery Town,,
Nelamangala - Kadugodi,,
Jeevanahalli - Kempegowda Bus Station,,
Kempegowda Bus Station - Hosakote Bus Stand,,
Jeevanahalli - Shivajinagar Bus Station,,
Coxtown Circle - Shivajinagar Bus Station,,
Old Bayappanahalli - Kempegowda Bus Station,,
Marathahalli Bridge - HAL/LCA,,
Old Bayappanahalli - Shivajinagar Bus Station,,
Horamavu Maruthi Vidyala Campus - Kasthurinagara,,
Chinnappana Garden - Kempegowda Bus Station,,
Chandra Layout - ITPL,,
Kempegowda Bus Station - White Field TTMC,,
Shivajinagar Bus Station - Kempegowda Bus Station,,
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
Kempegowda Bus Station - BSF,,
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
Yeshwanathapura new railway station - Lingarajapuram,,
Kempegowda Bus Station - Government Soap Factory,,
Kempegowda Bus Station - Yeshwanthpura,,
Jayanagara 9th Block - Ramakrishna Hegde Nagara,,
Domlur TTMC Bus Stand - Shivajinagar Bus Station,,
Jeevan Bhimanagara Bus stand - Kempegowda Bus Station,,
Jeevan Bhimanagara Bus stand - Shivajinagar Bus Station,,
Domlur TTMC Bus Stand - Yeshwanthpura,,
Vijayanagara - T John College Campus,,
Kumaraswamy Layout 2nd Stage - Shivajinagar Bus Station,,
IAF - Depot 11,,
Kadirenahalli Park - Kempegowda Bus Station,,
Padmanabha Nagara - Kempegowda Bus Station,,
Kempegowda Bus Station - Umara Bhagh Layout,,
Banashankari Bus Station - Kempegowda Bus Station,,
Manyatha Embasy Business Park - Kengeri Housing Board Quarters,,
Domlur - Kempegowda Bus Station,,
BHEL Concrode Layout - Kumarans School Mallasandra,,
Neela sandra - Krishnarajendra Market,,
Neelasandra - Shivajinagar Bus Station,,
Jaraganahalli House Building Co-Op-Society Layout - Sulthan Palya,,
Neela sandra - Kempegowda Bus Station,,
Vivekanagara - Kempegowda Bus Station,,
BMT-23 - JC Nagara Police Station,,
Hongasandra mico layout - Kempegowda Bus Station,,
Beguru - Kempegowda Bus Station,,
Chowdeshwari Bus Stand JP Park - Banashankari Bus Station,,
Kumaraswamy Layout - Shivajinagar Bus Station,,
Padmanabha Nagara Rock - Shivajinagar Bus Station,,
Banashankari 3rd Stage 2nd Phase - Shivajinagar Bus Station,,
Kadirenahalli Park - Shivajinagar Bus Station,,
Jaraganahalli House Building Co-Op-Society Layout - Shivajinagar Bus Station,,
Chennamma kere Achukattu - Shivajinagar Bus Station,,
Depot 26 - CQEAE Complex,,
AGS Layout - Shivajinagar Bus Station,,
Minaz Nagara - Shivajinagar Bus Station,,
Hosakerahalli village - Shivajinagar Bus Station,,
DEPOT-28 - Esteem Mall,,
Vivekanagara - Krishnarajendra Market,,
Kempegowda Bus Station - Jaipura,,
Vivekanagara - Shivajinagar Bus Station,,
Kempegowda Bus Station - Yelenahalli,,
Bannerghatta National Park - Kengeri TTMC,,
Bettana Palya - St. Clare School,,
Telecom Layout - Kempegowda Bus Station,,
Sindhi High School - Mother Dairy Cross,,
Hampinagara RPC Layout - Kempegowda Bus Station,,
BANASHANKARI TTMC - Anekal Bus Stand,,
Nayandahalli Railway Gate - Kempegowda Bus Station,,
Hampinagara RPC Layout - Kempegowda Bus Station,,
Avalahalli Nandi Garden - ORRCA-ECOSPICE,,
Hampinagara RPC Layout - Shivajinagar Bus Station,,
Yeshwanthpura - Nelamangala,,
Elita Promenade Aparatment - KM SCHOOL,,
BMT14 - Whispering Meawn,,
Yelenahalli - Jayanagara 9th Block,,
KHB Colony - Jayanagara 9th Block,,
Kengeri Police Station - Amrutahalli,,
DEPOT 34 - Arekere lakshmi Layout,,
Kamalanagar BEML layout - Agrahara Dasarahalli,,
BMT14 - Sulthan Palya,,
Malleshwaram 18th Cross - Kadugodi,,
Bidadi Bus Stand - ITPL,,
Kurubarahalli - JP Nagara 6th Phase,,
Vidhana Soudha - Basvanagara Bus Station,,
Geleyara Balaga AGB Layout - Kempegowda Bus Station,,
Cauvery Nagar - Kempegowda Bus Station,,
Kurubarahalli JC Nagara - Kempegowda Bus Station,,
Kurubarahalli - Kempegowda Bus Station,,
Geleyara Balaga AGB Layout - Kempegowda Bus Station,,
Baiyappanahalli Satellite Bus Station - BEL FACTORY,,
Cauvery Nagar - Kempegowda Bus Station,,
Cauvery Nagar - Krishnarajendra Market,,
Goravanahalli - Krishnarajendra Market,,
Chinnaiahna Palya - Anekal Bus Stand,,
Summanahalli Depot-31 - Subramanyanagara,,
Nosenoor - Bannerghatta National Park,,
Jayanagara 4th Block - Yelahanka Satellite Town,,
Banashankari Bus Station - Banashankari Bus Station,,
Krishnarajendra Market - Thara Hunise,,
Beemanakuppe - Kempegowda Bus Station,,
Banashankari Bus Station - Banashankari Bus Station,,
Vijayanagara - Vijayanagara,29.2436472,73.5222553
BANASHANKARI TTMC - BANASHANKARI TTMC,12.9175634,77.5732782
City Civil Court - City Civil Court,12.9756035,77.586462
Vijayanagara - Vijayanagara,29.2436472,73.5222553
Whitefield TTMC - Whitefield TTMC,12.97722705,77.72675871
Yamalur - Marathahalli Bridge,,
BANASHANKARI TTMC - BANASHANKARI TTMC,12.9175634,77.5732782
Basaveshwara Nagara 3rd Stage - Kempegowda Bus Station,,
Srinagara - Hebbala,,
White Field TTMC - White Field TTMC,,
Globale Academy Bangarappa Nagara - Jalahalli Cross,,
Basaveshwara Nagara 3rd Stage - Krishnarajendra Market,,
Kengeri TTMC - Nelamangala,,
Kundala Halli colony - Kundala Halli colony,,
Ramakrishna Hegde Nagara - BEML,,
Gollarahatti - Kempegowda Bus Station,,
Depot 26 - Vyali Kaval Police Station,,
Bylakonenahalli - Krishnarajendra Market,,
Kachohalli - Krishnarajendra Market,,
Shivajinagar Bus Station - Machohalli,,
Shivajinagar Bus Station - Chandra Layout,,
Manyatha Embasy Business Park - Hosakote Bus Stand,,
Magadi - Krishnarajendra Market,,
Sulthan Palya - Jeevan Bhimanagara Bus stand,,
Chikkamaskal - Krishnarajendra Market,,
Kempegowda Bus Station - Neo Town,,
Saraswathi Nagara Vijayanagara - Shivajinagar Bus Station,,
Biskur - Krishnarajendra Market,,
G Hosahalli - Kempegowda Bus Station,,
Srinagara - Jeevan Bhimanagara Bus stand,,
Krishnarajendra Market - Madanayakanahalli,,
Kengeri TTMC - Tavare Kere,,
Nagaraholenagara - Krishnarajendra Market,,
Neeladri Nagara - Electronic City 2nd Phase,12.8416708,77.6448429
Bidadi - Nelamangala,,
JPNagara 6th Phase - YPR RMC,,
Gonipura - Nelamangala,,
Kadugodi - Kodegehalli Sigehalli Bus Stand,,
Gangenahalli - Kempegowda Bus Station,,
Kempegowda Bus Station - RTNagara,,
Yale Kodigehalli - Krishnarajendra Market,,
Bharathnagar 2nd Stage - Kempegowda Bus Station,,
ISRO Layout - Electronic City,,
Shivajinagar Bus Station - Koramangala 8th Block,,
Laxmaiah Badavane - Krishnarajendra Market,,
Krishnarajendra Market - Ajjanahalli,,
Electronic City - Kengeri TTMC,,
Hullala Upanagara - Krishnarajendra Market,,
Kengeri TTMC - Electronic City,,
Kempegowda Bus Station - Kenchanapura,,
Banashankari Bus Station - Anekal,,
Hebbagodi - JFWTC,,
